stationReference,value,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
3110TH,0.103,Staines Ash,51.440376,-0.512035,0.367,0.023,0.5,0.048
3115TH,0.514,Knowle Green,51.430935,-0.496618,1.158,0.282,0.85,0.371
3165,0.0,Rainfall station,52.399545,-2.050654,,,,
3167,0.0,Rainfall station,52.419334,-1.990391,,,,
3173,0.0,Rainfall station,53.017139,-1.981319,,,,
3178,0.4,Rainfall station,52.999107,-1.06794,,,,
3179,0.6,Rainfall station,52.69041,-0.920654,,,,
3185,0.0,Rainfall station,52.407451,-1.784594,,,,
3198,0.4,Rainfall station,52.530102,-1.383041,,,,
3201,0.0,Rainfall station,52.579333,-1.532878,,,,
3207TH,1.02,Ifield,51.11607,-0.222649,2.513,0.666,2.37,0.729
3209TH,0.89,Stafford Bridge,51.130927,-0.213274,2.547,0.61,2.977,0.625
3210TH,,Gatwick Airport,51.144764,-0.19953,2.54,0.108,2.1,0.179
3219TH,0.368,Crawley FWS,51.102235,-0.173972,,,,
3223TH,1.093,Maidenbower,51.110238,-0.153871,2.985,0.526,2.535,0.605
3225TH,0.84,Three Bridges,51.116941,-0.162605,3.259,-1.273,3.06,0.198
3229TH,0.344,Gatwick Link,51.160212,-0.163604,2.173,0.013,1.6,0.075
3230TH,1.127,Horley,51.173918,-0.18323,3.444,0.003,2.42,0.189
3232TH,1.604,Peeks Brook Lane,51.161389,-0.135668,2.901,0.0,2.65,0.748
3235TH,2.799,Bonehurst Bridge,51.186743,-0.163694,4.465,1.21,3.7,1.398
3240TH,1.547,Kinnersley Manor,51.201071,-0.194473,3.501,0.043,2.14,0.123
3245TH,0.64,Redhill,51.239844,-0.166451,2.461,-0.053,2.0,0.493
3247TH,0.951,Salfords Bridge,51.204792,-0.1677,3.05,-0.044,2.4,0.183
3269TH,1.418,Brockham FWS,51.233732,-0.288379,,,,
3270TH,0.538,Dorking,51.238425,-0.311198,2.735,0.026,1.6,0.091
3275,0.0,Rainfall station,52.635078,-1.944539,,,,
3280TH,1.817,Leatherhead,51.294985,-0.336089,3.735,0.632,2.61,1.006
3286TH,2.052,Downside Bridge,51.323836,-0.41269,3.46,0.877,2.7,1.012
3288,0.2,Rainfall station,52.542109,-1.696942,,,,
3290TH,1.773,Esher,51.381714,-0.377493,3.24,0.526,4.32,1.272
3307,0.0,Rainfall station,53.196879,-1.901908,,,,
3323,0.0,Rainfall station,53.025808,-1.723384,,,,
3345TH,0.073,Bourne Hall Ponds at Ewell,51.350352,-0.250864,,,,
3346,0.2,Rainfall station,52.95331,-2.040883,,,,
3346TH,0.29,King Charles Road FWS,51.386523,-0.291294,,,,
3347,0.0,Rainfall station,52.905076,-2.37685,,,,
3349,0.0,Rainfall station,52.901997,-1.860947,,,,
3350TH,0.085,Ewell,51.355767,-0.255182,0.802,0.011,1.035,0.026
3369TH,1.162,Worcester Road,51.375687,-0.264339,2.087,0.8320000000000001,3.0,0.892
3380,0.0,Rainfall station,53.405172,-1.738982,,,,
3390TH,0.184,Kingston Hogsmill,51.405736,-0.302166,1.225,0.024,0.9,0.106
3401TH,4.998,Teddington Lock,51.429566,-0.318416,1.197,-0.3,0.217,0.009
3404,0.0,Rainfall station,53.287863,-1.579192,,,,
340767,0.0,Rainfall station,50.968137,-1.918056,,,,
3422SO,-0.005,Whitchurch Main,51.22819,-1.338347,0.411,0.001,0.35,0.02
3423SO,0.141,Whitchurch Side,51.229107,-1.338319,0.425,0.001,0.4,0.02
3441,0.0,Rainfall station,53.134445,-1.432716,,,,
3570,0.0,Rainfall station,53.029694,-1.914215,,,,
3571,0.0,Rainfall station,53.105132,-2.154547,,,,
3572,0.0,Rainfall station,53.311933,-1.898644,,,,
3574,0.2,Rainfall station,52.897659,-1.359998,,,,
3576,0.0,Rainfall station,53.093957,-1.658736,,,,
3580,1.4,Rainfall station,53.047163,-1.641206,,,,
3588,0.0,Rainfall station,52.958861,-1.577925,,,,
3601,2.8,Rainfall station,53.231399,-0.806723,,,,
3602,0.6,Rainfall station,52.813347,-0.803365,,,,
3603,3.4,Rainfall station,53.079174,-0.867665,,,,
3604,1.0,Rainfall station,53.223303,-1.115505,,,,
3609TH,0.143,"Harrow, Village Way",51.57755,-0.380271,1.263,-0.02,1.185,0.064
3610,1.4,Rainfall station,52.655516,-1.302927,,,,
3611,3.0,Rainfall station,53.485476,-0.775492,,,,
3616,0.0,Rainfall station,53.22531,-1.701132,,,,
3625TH,0.453,"Hillingdon, Gutteridge Wood",51.547719,-0.420185,2.013,-0.004,2.3,0.078
3626TH,0.015,"Harrow, Thistledene Avenue",51.561936,-0.379325,1.431,-0.157,1.1,0.012
3629,1.0,Rainfall station,52.78808,-1.097664,,,,
3629TH,0.058,"Northholt, Yeading East",51.548783,-0.397836,0.792,-0.037,0.65,0.033
3635TH,0.702,"Hillingdon, Charville Lane",51.541775,-0.418198,2.363,0.11,2.55,0.162
3641,0.0,Rainfall station,52.738326,-1.320862,,,,
3642,0.6,Rainfall station,52.762972,-1.234524,,,,
3650TH,0.244,"Yeading, Brookside Road",51.518702,-0.391757,1.364,0.094,2.34,0.115
3652,0.2,Rainfall station,52.836792,-1.251041,,,,
3660TH,0.151,Cranford Park,51.488753,-0.412558,1.261,0.028,1.1,0.056
3680,,Rainfall station,52.73152,-0.995167,,,,
3680TH,0.183,Marsh Farm,51.448604,-0.339937,0.956,-0.017,1.55,0.018
3683,0.4,Rainfall station,52.697431,-1.117291,,,,
3686,1.8,Rainfall station,52.544833,-1.031877,,,,
3687,0.4,Rainfall station,52.723063,-0.765859,,,,
3688,0.6,Rainfall station,52.6315,-1.077247,,,,
3695TH,0.117,Mogden GS,51.463986,-0.340257,,,,
3697TH,3.48,Crane Gates,51.465414,-0.322425,,,,
3766,1.4,Rainfall station,53.005795,-1.251101,,,,
3767,0.0,Rainfall station,53.022009,-1.417793,,,,
3771,0.2,Rainfall station,52.948025,-1.088386,,,,
3773,0.4,Rainfall station,53.032232,-1.050823,,,,
3774,4.6,Rainfall station,53.579885,-0.869434,,,,
3775,0.6,Rainfall station,53.07731,-1.190151,,,,
3778,0.0,Rainfall station,52.687955,-1.796533,,,,
3779,1.2,Rainfall station,53.591168,-0.7392,,,,
3781,0.0,Rainfall station,52.49028,-1.866665,,,,
380002TP,0.0,Rainfall station,51.571638,-0.289354,,,,
3803TH,6.897,Bury Farm FSA FD,51.627195,-0.287063,,,,
3804TH,0.288,Whetstone,51.623491,-0.185411,1.07,0.251,2.0,0.259
3806TH,0.287,North Finchley,51.614894,-0.189437,2.061,0.163,1.5,0.22
3815TH,0.803,Hampstead Suburb,51.584844,-0.180888,1.844,0.772,2.391,0.799
3816,0.4,Rainfall station,53.130665,-1.23847,,,,
3820TH,0.174,Brent Cross,51.577539,-0.217549,1.379,0.056,1.135,0.075
3822TH,0.794,"Edgware, Deans Brook",51.617793,-0.26653,1.623,0.768,2.2,0.8170000000000001
3823TH,0.062,"Stanmore, Wolverton Road",51.610531,-0.313052,1.348,0.024,1.0,0.049
3826TH,0.681,Edgware Hospital,51.607093,-0.271414,2.121,0.243,2.68,0.61
3829TH,0.191,Colindale,51.591209,-0.244516,2.426,0.073,1.25,0.099
3838TH,0.199,Kenton Lane,51.587068,-0.307266,2.092,-0.43,0.75,0.112
3839TH,0.114,Wembley,51.562196,-0.27948,1.67,-0.003,2.22,0.066
3850TH,0.16,"Brent, Monks Park",51.551558,-0.267837,2.564,0.018,1.8,0.049
3860,1.0,Rainfall station,53.407215,-1.191422,,,,
3861,1.2,Rainfall station,53.521199,-1.045964,,,,
3870TH,0.237,"Greenford, Costons Lane",51.527366,-0.344873,1.752,0.102,1.105,0.127
3880TH,0.886,Hanwell,51.508638,-0.342569,2.725,0.771,3.489,0.842
3892TH,0.462,Brentford,51.48248,-0.312323,1.981,,,
38_BRENT_RES,-1.0,Brent Reservoir,51.570831,-0.245027,,,,
3901,,Rainfall station,53.305797,-1.088289,,,,
3996,1.0,Rainfall station,52.897989,-0.911045,,,,
3998,4.6,Rainfall station,53.396184,-0.931457,,,,
3999,0.2,Rainfall station,52.564065,-1.199634,,,,
4001,0.248,Yorkshire Bridge,53.362304,-1.703631,2.8040000000000003,0.01,1.6,0.302
4002,0.25,Hamstall Ridware,52.770034,-1.840172,1.298,0.069,0.8,0.101
4003,1.234,Water Orton,52.52039,-1.751178,3.429,0.079,1.436,0.27
4006,2.004,Great Haywood,52.805262,-2.011076,3.283,0.6920000000000001,1.502,0.803
4007,2.154,Shardlow,52.865431,-1.335368,3.455,0.317,1.7000000000000002,0.413
4008,0.557,Rocester,52.95455,-1.833986,2.091,0.076,0.671,0.167
4009,3.167,Colwick,52.952707,-1.07772,5.496,0.758,3.6,1.014
4011,1.371,Matlock,53.124099,-1.557929,5.181,0.071,2.5,0.285
4012,2.076,Kings Bromley,52.75692,-1.805399,2.678,0.086,1.521,0.583
4014,2.017,Milford,52.791503,-2.038506,2.866,0.005,1.986,0.3
4015,1.873,Mattersey,53.397737,-0.964956,2.807,0.294,2.7,0.548
4018,1.044,Marston on Dove,52.855534,-1.648727,2.698,0.026,1.75,0.492
4019,2.548,Drakelow,52.780647,-1.647106,3.797,0.812,2.038,1.018
4022,2.382,North Muskham,53.131855,-0.803653,3.953,0.614,3.3,0.798
4023,0.615,Ashford in the Water,53.223665,-1.727504,1.5630000000000002,0.221,0.75,0.267
4024,2.907,Syston,52.706226,-1.091508,3.834,1.298,2.773,1.427
4026,1.253,Polesworth,52.627897,-1.613026,2.567,0.002,0.7030000000000001,0.122
4031,0.488,Ilam,53.053456,-1.793028,2.806,0.021,0.524,0.095
4032,0.399,Church Warsop,53.206134,-1.165417,1.42,0.11,0.41,0.15
4033,0.445,Hollinsclough LVL,53.198546,-1.906769,,,,
4036,1.524,Twyford Bridge,53.26962,-0.952008,2.815,0.294,1.42,0.162
4037,1.088,Mytham Bridge,53.335557,-1.683843,4.411,0.6930000000000001,3.2,0.777
4039,1.137,Calthorpe Park,52.460104,-1.897221,2.503,0.11,0.416,0.087
4040,0.484,Bucknall,53.017569,-2.162134,2.511,0.03,0.388,0.067
4040TH,0.921,Motspur Park,51.393329,-0.241392,1.877,0.77,2.13,0.912
4041,0.488,Waterhouses,53.04899,-1.879122,3.06,0.084,0.466,0.119
4043,1.455,Chatsworth,53.211297,-1.610938,5.166,0.962,3.3,1.037
4044,0.239,Cuckney LVL,53.2366,-1.145421,,,,
4045TH,1.049,North Cheam,51.374843,-0.208335,2.915,0.7030000000000001,2.39,0.734
4046,0.57,Izaak Walton,53.055864,-1.782274,1.607,0.196,0.59,0.271
4048,0.821,Wingfield Park,53.072731,-1.441438,2.864,0.084,2.0,0.223
4049,0.471,Worksop,53.309224,-1.138194,2.189,0.09,1.05,0.149
4050,0.521,Auckley LVL,53.503749,-1.027736,,,,
4050TH,0.523,Morden Park,51.391152,-0.216322,2.399,0.279,1.76,0.459
4052,0.979,Great Bridgford,52.839744,-2.174088,1.381,0.079,0.539,0.223
4053,1.302,Penkridge,52.727805,-2.117669,2.495,0.1,0.756,0.217
4055,0.453,Duffield,52.998306,-1.525391,1.879,0.084,0.9,0.142
4056,0.548,Rothley,52.7031,-1.142483,2.217,0.098,1.25,0.15
4058,0.398,Ashbourne,53.013888,-1.738962,1.963,0.068,0.351,0.147
4060,0.278,Lowdham,53.024857,-1.028024,1.243,0.058,0.75,0.098
4061,0.778,Basford Bridge,53.06433,-2.026812,2.673,0.14,1.078,0.257
4064,0.215,Scotter,53.498488,-0.664311,2.8200000000000003,0.082,1.75,0.094
4066,0.648,Bacons End,52.484208,-1.731944,1.964,0.082,0.385,0.129
4067,,Church Wilne,52.880685,-1.346428,2.515,0.341,1.6,0.492
4069,1.557,Tamworth,52.631289,-1.697508,2.733,0.06,1.296,0.08
4070TH,0.788,New Malden,51.410502,-0.247204,2.459,0.338,2.4,0.779
4071,1.37,Farndon,53.062491,-0.852881,2.76,0.16,0.91,0.22
4072,0.296,Southwell,53.077901,-0.934277,1.997,0.097,1.05,0.135
4074,0.988,Kegworth,52.831898,-1.273539,1.312,0.324,1.006,0.412
4078,1.313,Doveridge,52.902503,-1.834928,2.925,0.435,1.405,0.67
4079,0.735,Shallowford,52.858989,-2.187087,1.295,0.109,1.2,0.154
4080,0.738,Lea Marston,52.541117,-1.695622,1.994,0.185,0.799,0.302
4080TH,0.304,Wimbledon Common,51.431619,-0.25215,1.868,0.0,1.61,0.1
4081,2.207,Bescot,52.560205,-1.983428,3.506,0.36,1.247,0.318
4082,1.959,Littlethorpe,52.571268,-1.201273,2.638,0.279,2.132,0.464
4083,1.164,Darlaston,52.916247,-2.171867,2.94,0.594,1.486,0.471
4084,0.868,Sandwell LVL,52.531656,-1.958157,,,,
4085,1.051,Derby City,52.92726,-1.475443,3.349,0.49,2.0,0.583
4086,1.663,South Wigston,52.573856,-1.13453,2.761,0.524,1.607,0.6000000000000001
4087,0.969,Perry Park,52.524933,-1.911514,3.387,0.265,0.868,0.41
4087TH,0.218,Arabella Drive,51.465498,-0.253664,,,,
4088,-0.055,Blacktoft TL,53.707031,-0.725316,,,,
4091,3.75,Blyth,53.377166,-1.053244,2.317,0.26,1.6,0.422
4091TH,1.345,Barnes,51.47009,-0.245065,1.836,0.511,2.14,0.897
4093,1.387,Pillings Lock,52.758541,-1.164067,2.254,0.649,1.144,0.935
4094,1.53,Castle Farm,52.496238,-1.688419,2.337,0.376,1.275,0.617
4095,1.933,Hopwas,52.643962,-1.73394,3.208,0.252,2.1,0.418
4098,1.197,Keadby,53.591975,-0.738178,7.23,-0.207,6.6,0.612
4099,3.355,Gainsborough,53.392687,-0.776833,5.675,0.344,5.0,1.29
4101,1.864,Sheepwash,52.523665,-2.039788,2.83,0.215,2.66,0.286
4103,,Rainfall station,53.114911,-2.223306,,,,
4105,1.27,Park Hill,52.558696,-1.999094,2.728,0.144,2.16,0.203
4115,0.939,Mansfield The Dykes,53.166753,-1.164236,1.634,0.186,1.0,0.246
4116,0.542,Whitewater Bridge,53.226502,-1.008036,1.423,0.107,0.8,0.244
4117,0.994,Whatstandwell LVL,53.087267,-1.506572,,,,
4118,0.871,Perlethorpe,53.233981,-1.032134,1.382,0.113,0.47,0.175
4119,0.503,Froghall,53.023087,-1.968659,2.98,0.0,2.1,0.02
4121,0.478,Upper Tean,52.953586,-1.989532,1.934,0.034,0.4,0.039
4122,0.889,Mayfield,52.999734,-1.762306,2.982,0.084,2.1,0.241
4123,1.531,Mancetter,52.567357,-1.52579,2.15,0.361,1.7000000000000002,0.455
4124,1.748,Aston Bridge,52.877141,-1.759128,3.545,0.298,1.5550000000000002,0.384
4125,0.445,Marchington,52.874007,-1.799498,1.789,0.103,1.2,0.134
4126,2.418,Clifton Bridge,52.92478,-1.166968,5.392,0.652,2.9,0.86
4127,3.22,Cranfleet Lock LVL,52.879472,-1.254839,,,,
4129,0.674,Cheswick Green,52.376154,-1.814434,1.725,0.177,0.545,0.187
4131,2.999,Willington,52.848235,-1.562071,3.709,0.107,2.35,0.858
4139TH,,Waddon Ponds,51.371312,-0.120688,0.427,-0.246,0.32,0.0
4142,0.65,Quixhill,52.976338,-1.86056,2.829,0.209,0.79,0.255
4143,0.317,Leek,53.1201,-2.012802,1.67,0.055,0.505,0.183
4145,0.491,Sharnford,52.522794,-1.29766,1.746,0.08,1.0,0.13
4146,0.449,Pinxton,53.0832,-1.32769,2.52,0.037,1.0,0.072
4147,0.443,Anslow,52.839223,-1.665782,1.997,0.289,1.0,0.303
4148,0.42,Egginton,52.854343,-1.601779,2.201,0.135,1.52,0.159
4149,0.972,Nuneaton,52.520949,-1.440825,1.999,0.173,1.72,0.348
4150TH,0.265,Beddington Park,51.373583,-0.138986,1.826,0.029,1.6,0.065
4151TH,-0.012,River Wandle at Beddington Park FD,51.370858,-0.151524,,,,
4152,0.818,Newcastle Under Lyme,53.008317,-2.228776,,,,
4153,1.439,Hints,52.620739,-1.76228,2.282,0.888,1.5,0.961
4155,0.911,Colston Bassett,52.896019,-0.962231,2.909,0.464,1.7000000000000002,0.492
4158,1.529,Glenfield,52.648317,-1.215391,2.411,0.6900000000000001,1.15,0.76
4159,0.553,Blythe Bridge,52.970005,-2.073464,1.661,0.205,0.94,0.261
4159TH,0.064,Carshalton Ponds,51.367034,-0.162812,0.5660000000000001,-0.126,0.425,0.047
4161,1.31,Great Glen,52.574167,-1.035067,3.14,0.76,1.22,0.77
4163,,Day Brook,52.986245,-1.163701,1.364,0.015,0.95,0.033
4164,0.626,Ordsall,53.308371,-0.942655,1.653,0.056,0.85,0.19
4165,0.659,Brookhouse Farm,53.083974,-2.178955,1.5470000000000002,0.149,0.95,0.189
4165TH,1.15,Hackbridge,51.377064,-0.160112,2.02,1.176,1.935,1.272
4166,0.903,Sutton Mill,52.899788,-1.657587,1.775,0.511,1.5,0.578
4167,0.649,Packington,52.726224,-1.468529,2.1,0.144,1.2,0.173
4168,0.537,Horsebottoms,52.893044,-1.72631,2.209,0.249,1.8,0.274
4169,0.516,Hoar Cross,52.780092,-1.792694,1.91,0.159,1.4,0.189
4170,0.698,Deepmore Farm,52.671341,-2.108289,1.969,0.113,0.91,0.186
4171,2.01,Croxall LVL,52.731408,-1.705184,,,,
4172,0.705,Solihull Lodge,52.397668,-1.853805,1.929,0.151,0.418,0.162
4173,0.883,Temple Mill,52.62825,-1.47564,1.788,0.17,1.25,0.235
4173TH,-0.014,River Wandle at Ravensbury Mill ,51.398338,-0.183625,,,,
4174,0.336,Freemans Weir,52.619792,-1.146475,0.5680000000000001,0.05,0.47,0.173
417417TP,0.3,Rainfall station,51.466604,-0.571144,,,,
4175,1.237,Clifton Hall,52.698639,-1.610921,2.353,0.082,1.48,0.118
4175TH,-0.016,River Wandle at Morden Hall,51.402267,-0.187639,,,,
4176,0.802,Cannock,52.682553,-2.025244,2.357,0.019,2.2,0.132
4177,1.079,Coven,52.662979,-2.143695,2.483,0.166,1.33,0.229
4177TH,-0.017,River Wandle at Merton Abbey,51.41336,-0.183893,,,,
4179,0.6,Knypersley,53.08361,-2.1565,1.238,0.298,1.24,0.334
4180,0.511,Leasows Farm,52.910637,-1.862124,1.741,0.011,1.8,0.066
4180_w1TH,0.333,Wandle Park Main Channel,51.419659,-0.18127,1.997,0.071,0.535,0.214
4180_w2TH,0.015,Wandle Park Side Channel,51.419659,-0.18127,1.164,-0.044,1.7000000000000002,0.058
4181,0.434,Adderley (Cheadle) LVL,52.991475,-2.013285,,,,
4182,0.495,Astonfields,52.817973,-2.113758,1.5550000000000002,0.046,0.84,0.104
4182TH,0.976,Thornton Heath,51.394765,-0.097302,2.531,0.93,2.335,0.958
4183,0.728,Flint Mill,53.070627,-2.041308,3.37,0.022,1.9,0.059
4186,2.323,Shipley Gate,53.003454,-1.310004,3.079,0.882,2.8,0.964
4186TH,0.884,Abercairn Road,51.416099,-0.143444,2.868,0.753,2.7,0.834
4187,0.096,Oxton Dumble,53.052096,-1.067469,,,,
4188,0.331,Cheadle LVL,52.995269,-1.986021,,,,
4188TH,0.19,Graveney at Robinson Road ,51.422024,-0.174344,,,,
4189,1.377,Gunthorpe LVL,52.986363,-0.977571,,,,
4189TH,,Longley Road,51.421965,-0.173411,2.873,-0.437,2.75,0.054
4190,0.758,Smithy Houses,53.019889,-1.425573,1.45,0.33,0.47,0.35
4191,3.268,Wensor Bridge FLOW,53.003783,-0.829178,,,,
4192,-0.744,Melton Park,52.762225,-0.889833,2.49,0.47,1.26,0.77
4192TH,1.023,Summerstown,51.428571,-0.187677,3.11,0.486,3.485,0.853
4193,6.662,Brentingby Dam GATE,52.760041,-0.853952,,,,
4195,0.277,Whetstone,52.553447,-1.171951,1.447,0.071,1.1,0.088
4196,1.079,Shepshed,52.78322,-1.279553,2.186,0.475,1.6,0.529
4197,0.645,Buxton,53.2536,-1.904027,1.795,0.092,1.16,0.16
4198,0.954,Woolsthorpe,52.899642,-0.758767,2.168,0.46,0.8200000000000001,0.51
4200,0.471,Walsall,52.568845,-1.992912,2.48,0.003,1.34,0.108
4202,1.295,Marefield,52.675277,-0.888192,,,,
4203,0.793,Bulwell,53.009557,-1.190048,1.577,0.147,1.1,0.238
4204,0.237,Whitwick,52.739499,-1.353725,2.808,0.1,1.25,0.131
4205,0.26,Loughborough,52.765357,-1.214327,1.103,0.011,0.5,0.026
4206,0.741,Selly Park,52.435233,-1.913503,1.817,0.0,1.1,0.0
4207,0.18,Lowdham Grange,53.010442,-1.024175,1.539,0.072,0.6000000000000001,0.103
4208,0.913,Carlton,52.969773,-1.07353,,,,
4249,0.203,Stafford,52.790235,-2.119721,0.894,0.051,0.6000000000000001,0.061
4252,0.104,Lisle Street LVL,52.777609,-1.21547,,,,
4259,0.429,Agnes Meadow,53.023273,-1.680181,1.657,0.052,0.9,0.083
43102,0.0,Rainfall station,51.067961,-2.063451,,,,
43103,0.0,Rainfall station,51.164146,-1.894828,,,,
43104,0.0,Rainfall station,51.220377,-1.669896,,,,
43105,0.0,Rainfall station,51.358394,-1.927417,,,,
43108,0.813,Tisbury,51.061485,-2.080366,2.9210000000000003,0.505,1.2,0.53
4310TH,0.25,Hayes Lane,51.392901,0.019484,1.045,-0.735,1.8,0.0
4314TH,0.914,Magpie Hall Lane,51.385199,0.047688,1.892,0.917,1.6,0.924
4317TH,0.52,Bishops Avenue,51.401378,0.028483,2.237,0.317,2.0,0.427
4319TH,0.079,Bromley South,51.400276,0.019377,0.92,0.029,1.85,0.052
43200,0.0,Rainfall station,51.044768,-2.4129,,,,
43201,0.0,Rainfall station,51.085428,-2.353299,,,,
43202,0.0,Rainfall station,50.896473,-2.390258,,,,
43203,0.0,Rainfall station,51.03167,-2.281587,,,,
43204,0.0,Rainfall station,50.864669,-2.139905,,,,
43205,0.0,Rainfall station,50.755028,-1.936857,,,,
43206,0.0,Rainfall station,50.755798,-1.814938,,,,
43208,1.144,Lodden Bridge,51.034216,-2.265615,3.463,0.005,1.82,0.089
4320TH,-0.233,Bromley,51.394835,0.016838,0.885,0.0,0.35,0.034
43210,0.865,Blandford,50.853069,-2.167089,2.782,0.293,1.1,0.388
43228,0.0,Rainfall station,50.968057,-2.158729,,,,
4326TH,,Beckenham Park,51.422952,-0.007672,1.48,0.168,1.979,0.471
4335TH,0.215,Upper Elmers End,51.391876,-0.03662,1.6720000000000002,-0.089,1.27,0.02
4345TH,0.56,Beckenham,51.406058,-0.024366,1.537,0.321,0.95,0.418
4369TH,0.111,Winsford Road,51.435695,-0.027404,0.886,0.036,1.35,0.071
4370TH,0.118,Catford Hill,51.441442,-0.026869,1.204,0.046,2.1,0.071
4372TH,0.476,Kydbrook Close,51.382923,0.075811,1.795,0.407,1.2,0.468
4378TH,0.423,Eynsford Close,51.383249,0.072664,1.761,-0.031,1.2,0.046
4380TH,0.565,Hazelmere Road,51.39528,0.078815,2.609,-0.023,1.2,0.141
4381TH,0.219,Gosshill Road,51.403702,0.060218,2.296,-0.06,1.45,0.033
4382TH,1.177,Woodlands Road,51.405031,0.056251,2.451,0.789,2.4,1.039
4383TH,0.931,Lower Camden,51.411956,0.051097,1.592,0.663,2.21,0.833
4384TH,0.017,Oakbrook Close FD,51.428299,0.023993,,,,
4386TH,0.089,Chinbrook Park,51.431438,0.027081,0.754,0.009,0.96,0.035
4387TH,0.298,Eltham Palace Road FD,51.45198,0.032669,,,,
4389TH,0.081,Manor House Gardens,51.45563,0.00613,1.078,0.013,1.0,0.028
4391TH,0.065,Mottingham Lane FD,51.442857,0.029817,,,,
44100,0.0,Rainfall station,50.778033,-2.848812,,,,
44101,0.0,Rainfall station,50.800366,-2.738533,,,,
44103,0.0,Rainfall station,50.707087,-2.698828,,,,
44104,1.6,Rainfall station,50.671274,-2.491689,,,,
44107,0.464,Netherbury,50.789421,-2.750022,3.136,0.0,1.73,0.276
44113,0.074,Upwey Culvert,50.665978,-2.480781,1.025,0.0,0.26,0.0
44115,0.629,Charmouth,50.739791,-2.891657,3.759,0.003,1.13,0.047
44132,0.0,Rainfall station,50.658982,-2.415165,,,,
44200,0.0,Rainfall station,50.837132,-2.59994,,,,
44201,0.0,Rainfall station,50.613852,-1.958246,,,,
44213,0.0,Rainfall station,50.825864,-2.686403,,,,
44214,0.0,Rainfall station,50.842091,-2.502005,,,,
44215,0.0,Rainfall station,50.743404,-2.638425,,,,
4427,0.568,Sandiacre,52.921584,-1.283492,2.24,0.01,1.3,0.13
4435,0.288,Lenton,52.948176,-1.183337,1.616,0.016,1.0,0.08
45100,0.3,Rainfall station,51.161592,-3.769689,,,,
45102,0.0,Rainfall station,51.129849,-3.534087,,,,
45108,0.0,Rainfall station,50.884946,-3.487642,,,,
45113,0.0,Rainfall station,50.775637,-3.719618,,,,
45115,0.0,Rainfall station,50.601997,-3.530985,,,,
45158,0.0,Rainfall station,51.06991,-3.643436,,,,
45164,0.0,Rainfall station,50.614674,-3.380154,,,,
45166,0.0,Rainfall station,50.859966,-3.239613,,,,
45167,0.0,Rainfall station,50.908664,-3.226683,,,,
45168,0.0,Rainfall station,50.973456,-3.383642,,,,
45169,0.0,Rainfall station,50.80015,-3.436698,,,,
45183,0.0,Rainfall station,51.114443,-3.795033,,,,
45184,0.0,Rainfall station,50.728619,-3.475599,,,,
45185,0.0,Rainfall station,51.046267,-3.459994,,,,
45186,0.0,Rainfall station,50.67998,-3.408962,,,,
45204,0.3,Rainfall station,50.816541,-3.085152,,,,
45208,0.0,Rainfall station,50.850579,-2.888483,,,,
45213,0.673,East Budleigh Brookfield Road,50.652217,-3.320001,1.461,0.37,1.45,0.496
45215,0.205,Honiton,50.796646,-3.183491,2.256,0.042,0.75,0.062
45230,0.0,Rainfall station,50.753667,-3.256649,,,,
45231,0.0,Rainfall station,50.76725,-2.963477,,,,
45232,0.0,Rainfall station,50.882121,-3.092361,,,,
45236,0.0,Rainfall station,50.776987,-3.176428,,,,
45268,0.0,Rainfall station,50.701123,-3.117886,,,,
4535,0.464,Uttoxeter Park,52.897211,-1.882427,1.482,0.249,0.6900000000000001,0.257
4610,0.439,Trowell,52.944125,-1.27239,1.303,0.302,1.0,0.305
46100,0.0,Rainfall station,50.390977,-3.70144,,,,
46101,,Rainfall station,50.393238,-3.731066,,,,
46103,0.0,Rainfall station,50.47913,-3.760983,,,,
46104,0.0,Rainfall station,50.53756,-3.702476,,,,
46106,0.0,Rainfall station,50.548234,-3.940001,,,,
46107,0.1,Rainfall station,50.58221,-3.897607,,,,
46108,0.0,Rainfall station,50.641897,-3.877381,,,,
46109,0.112,Dakyn Road LVL,52.637658,-1.059015,,,,
46115,0.396,Ashburton Lower,50.5162,-3.757538,1.543,0.018,0.95,0.117
46116,0.518,Ashburton Upper,50.521452,-3.756985,1.133,0.0,0.8300000000000001,0.023
46120,1.106,Palmers Dam,50.390648,-3.72194,5.276,0.51,1.25,0.654
46151,0.0,Rainfall station,50.26339,-3.811942,,,,
4615TH,0.001,"Luton, Toddington Road",51.908463,-0.46427,,,,
46160,0.0,Rainfall station,50.473478,-3.89184,,,,
46161,0.0,Rainfall station,50.384444,-3.523968,,,,
46167,0.0,Rainfall station,50.592206,-3.717163,,,,
46168,0.0,Rainfall station,50.680022,-3.738768,,,,
46169,0.0,Rainfall station,50.516559,-3.841369,,,,
4625TH,0.159,"Luton, Stockingstone Road",51.896722,-0.419615,1.285,-0.043,2.5,0.013
463589,0.0,Rainfall station,51.758734,-2.612081,,,,
4641TH,1.182,Luton East Hyde,51.851486,-0.376103,1.978,1.055,1.6,1.072
4650TH,0.903,Harpenden,51.830547,-0.347917,1.633,-0.083,1.3,0.6980000000000001
46839,1.076,Newtown Linford,52.683384,-1.230147,2.482,0.934,1.4,0.95
4690TH,0.28,Waterhall,51.773132,-0.117522,1.155,0.045,0.6000000000000001,0.12
